text,created_at,thread_id_fallback,rules_text,model_text,_ts,_dow,_hour,_is_after_5,_is_fri_after_3,_is_weekend,_is_after_hours,DeliveryAfterHours,StatusChangeAfterHours,ReadyForReviewAfterHours,FridayEarlyCutoffDelivery,WeekendDelivery,ApologyRush,ReworkPhrase,ResubmissionPhrase,MissedRequirementPhrase,NotRightFirstTime
Terraform plan is returning unexpected diffs.,2025-11-20T03:05:36.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-11-19 22:05:36.908741-05:00,2,22,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-19T13:27:04.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-19 08:27:04.908741-05:00,2,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-12-07T16:17:41.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-12-07 11:17:41.908741-05:00,6,11,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-10-28T00:34:33.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-10-27 20:34:33.908741-04:00,0,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Pre-flight validation failed due to missing env vars.,2025-11-11T05:07:21.908741Z,NA,pre flight validation failed due to missing env vars,preflight valid fail due to miss env var,2025-11-11 00:07:21.908741-05:00,1,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-12-03T05:44:12.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-12-03 00:44:12.908741-05:00,2,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-10-26T01:20:10.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-10-25 21:20:10.908741-04:00,5,21,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container. — also the deployment script is drunk again,2025-10-30T08:33:56.908741Z,NA,startup checks failing on init container also the deployment script is drunk again,startup check fail on init contain also the deploy script is drunk again,2025-10-30 04:33:56.908741-04:00,3,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-22T23:30:58.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-22 18:30:58.908741-05:00,5,18,True,False,True,True,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-10-25T21:57:45.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-10-25 17:57:45.908741-04:00,5,17,True,False,True,True,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-10-30T17:48:43.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-10-30 13:48:43.908741-04:00,3,13,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-11-29T20:23:18.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-11-29 15:23:18.908741-05:00,5,15,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-11-23T16:58:33.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-11-23 11:58:33.908741-05:00,6,11,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-08T16:06:50.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-08 11:06:50.908741-05:00,5,11,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-29T20:45:08.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-29 15:45:08.908741-05:00,5,15,False,False,True,True,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-10-29T06:47:21.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-10-29 02:47:21.908741-04:00,2,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-27T17:37:26.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-27 12:37:26.908741-05:00,3,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-11-02T20:23:35.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-11-02 15:23:35.908741-05:00,6,15,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Pre-flight validation failed due to missing env vars.,2025-12-05T11:21:39.908741Z,NA,pre flight validation failed due to missing env vars,preflight valid fail due to miss env var,2025-12-05 06:21:39.908741-05:00,4,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-12-06T07:14:17.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-12-06 02:14:17.908741-05:00,5,2,False,False,True,True,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-10-28T05:33:07.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-10-28 01:33:07.908741-04:00,1,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-11-02T07:57:14.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-11-02 02:57:14.908741-05:00,6,2,False,False,True,True,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-09T20:59:24.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-09 15:59:24.908741-05:00,6,15,False,False,True,True,0,0,0,0,0,0,0,0,0,0
The service mesh isn't applying the new routes.,2025-11-15T19:02:37.908741Z,NA,the service mesh isn t applying the new routes,the servic mesh is nt appli the new rout,2025-11-15 14:02:37.908741-05:00,5,14,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update.,2025-11-28T09:33:47.908741Z,NA,prometheus scrape interval went weird after the update,prometheu scrape interv went weird after the updat,2025-11-28 04:33:47.908741-05:00,4,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-11-09T23:40:52.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-11-09 18:40:52.908741-05:00,6,18,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-09T05:49:06.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-09 00:49:06.908741-05:00,6,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-11-04T15:29:07.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-11-04 10:29:07.908741-05:00,1,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-10T16:19:41.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-10 11:19:41.908741-05:00,0,11,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-11-01T00:21:50.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-10-31 20:21:50.908741-04:00,4,20,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update.,2025-11-21T17:46:13.908741Z,NA,prometheus scrape interval went weird after the update,prometheu scrape interv went weird after the updat,2025-11-21 12:46:13.908741-05:00,4,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-11-10T16:01:08.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-11-10 11:01:08.908741-05:00,0,11,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-11T09:35:23.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-11 04:35:23.908741-05:00,1,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again.,2025-11-28T03:59:36.908741Z,NA,ci runner is stuck in queued state again,ci runner is stuck in queu state again,2025-11-27 22:59:36.908741-05:00,3,22,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-12-03T23:57:17.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-12-03 18:57:17.908741-05:00,2,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file.,2025-11-17T02:29:14.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-11-16 21:29:14.908741-05:00,6,21,True,False,True,True,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-10-24T22:26:00.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-10-24 18:26:00.908741-04:00,4,18,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-11-03T21:25:19.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-11-03 16:25:19.908741-05:00,0,16,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-10-30T03:48:12.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-10-29 23:48:12.908741-04:00,2,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-11-25T23:01:22.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-11-25 18:01:22.908741-05:00,1,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-11-04T22:55:21.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-11-04 17:55:21.908741-05:00,1,17,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-19T20:43:35.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-19 15:43:35.908741-05:00,2,15,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-10-24T22:37:32.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-10-24 18:37:32.908741-04:00,4,18,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file.,2025-12-05T22:59:34.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-12-05 17:59:34.908741-05:00,4,17,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-28T04:16:58.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-27 23:16:58.908741-05:00,3,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-12-05T08:00:07.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-12-05 03:00:07.908741-05:00,4,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-12-03T19:07:38.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-12-03 14:07:38.908741-05:00,2,14,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update. — also I swear the build server wakes up choosing chaos,2025-11-30T00:56:40.908741Z,NA,prometheus scrape interval went weird after the update also i swear the build server wakes up choosing chaos,prometheu scrape interv went weird after the updat also i swear the build server wake up choos chao,2025-11-29 19:56:40.908741-05:00,5,19,True,False,True,True,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today — also this pipeline is being a total pain in the ass today,2025-11-04T07:42:56.908741Z,NA,this pipeline is being a total pain in the ass today also this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today also thi pipelin is be a total pain in the ass today,2025-11-04 02:42:56.908741-05:00,1,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update. — also the deployment script is drunk again,2025-11-22T01:55:28.908741Z,NA,prometheus scrape interval went weird after the update also the deployment script is drunk again,prometheu scrape interv went weird after the updat also the deploy script is drunk again,2025-11-21 20:55:28.908741-05:00,4,20,True,True,False,True,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-12T14:34:19.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-12 09:34:19.908741-05:00,2,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The Helm chart versioning is out of sync.,2025-11-25T09:04:17.908741Z,NA,the helm chart versioning is out of sync,the helm chart version is out of sync,2025-11-25 04:04:17.908741-05:00,1,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-11-02T05:04:21.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-11-02 01:04:21.908741-04:00,6,1,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-10-27T08:24:46.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-10-27 04:24:46.908741-04:00,0,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-12-07T02:37:24.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-12-06 21:37:24.908741-05:00,5,21,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-11-25T10:03:18.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-11-25 05:03:18.908741-05:00,1,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-12-02T04:08:38.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-12-01 23:08:38.908741-05:00,0,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-11-10T12:47:48.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-11-10 07:47:48.908741-05:00,0,7,False,False,False,False,0,0,0,0,0,0,0,0,0,0
"The Helm chart versioning is out of sync. Sorry, missed this earlier.",2025-11-08T11:03:59.908741Z,NA,the helm chart versioning is out of sync sorry missed this earlier,the helm chart version is out of sync sorri miss thi earlier,2025-11-08 06:03:59.908741-05:00,5,6,False,False,True,True,0,0,0,0,0,0,0,0,1,0
Installer script can't locate the dependency bundle.,2025-11-01T13:26:25.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-11-01 09:26:25.908741-04:00,5,9,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-11-20T05:59:09.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-11-20 00:59:09.908741-05:00,3,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Rerunning the job with verbose logs.,2025-11-25T08:27:38.908741Z,NA,rerunning the job with verbose logs,rerun the job with verbos log,2025-11-25 03:27:38.908741-05:00,1,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-10-29T10:42:46.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-10-29 06:42:46.908741-04:00,2,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-11-02T17:20:17.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-11-02 12:20:17.908741-05:00,6,12,False,False,True,True,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-11-07T18:12:32.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-11-07 13:12:32.908741-05:00,4,13,False,False,False,False,0,0,0,0,0,0,0,0,0,0
